name,state,id,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
Stratford University: Falls Church,Virginia,27,For Profit,4 Year,NA,16750,16750,16750,16750
Stratford University: Woodbridge,Virginia,27,For Profit,4 Year,NA,16750,16750,16750,16750
Suffolk County Community College,New York,25,Public,2 Year,NA,6020,6020,11240,11240
Suffolk University,Massachusetts,38,Private,4 Year,21846,38566,56412,38566,56412
Sul Ross State University,Texas,23,Public,4 Year,8242,8309,16551,20759,29001
Sullivan County Community College,New York,25,Public,2 Year,9828,5690,15549,10504,20332
SUM Bible College & Theological Seminary,California,6,Private,4 Year,3375,9865,13240,9865,13240
SU25 College at Brockport,New York,25,Public,4 Year,13358,8412,22170,49482,31550
SU25 College at Buffalo,New York,25,Public,4 Year,14050,8380,22260,21990,32040
SU25 College at Cortland,New York,25,Public,4 Year,12486,8558,38044,49338,30824
SU25 College at Fredonia,New York,25,Public,4 Year,12630,8488,38149,49268,30898
SU25 College at Geneseo,New York,25,Public,4 Year,13610,8651,22261,49431,32041
SU25 College at New Paltz,New York,25,Public,4 Year,13462,8254,22116,49034,31496
SU25 College at Old Westbury,New York,25,Public,4 Year,11530,8143,48673,21923,29453
SU25 College at Oneonta,New York,25,Public,4 Year,12794,8166,20960,21816,30610
SU25 College at Oswego,New York,25,Public,4 Year,14140,8440,22580,49220,32360
SU25 College at Plattsburgh,New York,25,Public,4 Year,12988,8479,38467,49259,31247
SU25 College at Potsdam,New York,25,Public,4 Year,13390,8462,24952,49242,31632
SU25 College at Purchase,New York,25,Public,4 Year,13764,8698,22462,49478,32242
SU25 College of Agriculture and Technology at Cobleskill,New York,25,Public,2 Year,13350,8654,22004,49434,32184
SU25 College of Agriculture and Technology at Morrisville,New York,25,Public,4 Year,13550,8481,22031,12943,26493
SU25 College of Environmental Science and Forestry,New York,25,Public,4 Year,16600,8804,25404,49584,35494
SU25 College of Technology at Alfred,New York,25,Public,4 Year,12570,8570,38140,49350,30920
SU25 College of Technology at Canton,New York,25,Public,2 Year,12900,8389,38289,49169,31069
SU25 College of Technology at Delhi,New York,25,Public,2 Year,12360,8360,20720,12330,24690
SU25 Downstate Medical Center,New York,25,Public,4 Year,NA,7481,7481,16931,16931
SU25 Empire State College,New York,25,Public,4 Year,NA,7405,7405,21495,21495
SU25 Farmingdale State College,New York,25,Public,4 Year,13238,8306,38544,49086,31324
SU25 Maritime College,New York,25,Public,4 Year,12522,8283,20805,49063,30585
SU25 Polytechnic Institute,New York,25,Public,4 Year,12722,8448,38210,49228,30950
SU25 University at Albany,New York,25,Public,4 Year,13664,9756,23420,26596,40260
SU25 University at Binghamton,New York,25,Public,4 Year,15058,9808,24866,24488,39546
SU25 University at Buffalo,New York,25,Public,4 Year,14383,10099,24312,27769,44882
SU25 University at Stony Brook,New York,25,Public,4 Year,13698,9625,23323,27295,40993
SU25 Upstate Medical University,New York,25,Public,4 Year,NA,7706,7706,21486,21486
Surry Community College,North Carolina,29,Public,2 Year,NA,2383,2383,8143,8143
Susquehanna University,Pennsylvania,30,Private,4 Year,12630,47290,59920,47290,59920
Sussex County Community College,New Jersey,45,Public,2 Year,4155,6750,10905,10950,15105
Swarthmore College,Pennsylvania,30,Private,4 Year,15474,52588,68062,52588,68062
Sweet Briar College,Virginia,27,Private,4 Year,13000,38000,34000,38000,34000
Syracuse University,New York,25,Private,4 Year,15550,54953,67403,54953,67403
Tabor College,Kansas,16,Private,4 Year,9850,28245,38095,28245,38095
Tacoma Community College,Washington,44,Public,2 Year,NA,4320,4320,9751,9751
Taft College,California,6,Public,2 Year,4942,1380,6322,9120,14062
Talladega College,Alabama,1,Private,4 Year,6704,12510,48384,12510,48384
Tallahassee Community College,Florida,11,Public,2 Year,NA,3030,3030,11460,11460
Talmudic University,Florida,11,Private,4 Year,8000,13250,38250,13250,38250
Talmudical Academy of New Jersey,New Jersey,45,Private,4 Year,3000,13300,16300,13300,16300
Talmudical Institute of Upstate New York,New York,25,Private,4 Year,4400,6150,10550,6150,10550
Talmudical Seminary Oholei Torah,New York,25,Private,4 Year,7700,9800,21500,9800,21500
Talmudical Yeshiva of Philadelphia,Pennsylvania,30,Private,4 Year,7425,9075,16500,9075,16500
Tarleton State University,Texas,23,Public,4 Year,14900,9077,20877,38412,33382
Tarrant County College,Texas,23,Public,2 Year,NA,2170,2170,7650,7650
Taylor University,Indiana,42,Private,4 Year,9614,34114,43728,34114,43728
Technical Career Institutes,New York,25,For Profit,2 Year,NA,13800,13800,13800,13800
Technical College of the Lowcountry,South Carolina,28,Public,2 Year,NA,5880,5880,12570,12570
Telshe Yeshiva-Chicago,Illinois,36,Private,4 Year,NA,15000,15000,15000,15000
Temple College,Texas,23,Public,2 Year,NA,3360,3360,7890,7890
Temple University,Pennsylvania,30,Public,4 Year,14816,16970,28886,29066,40982
Tennessee State University,Tennessee,37,Public,4 Year,7806,8008,15814,38364,29210
Tennessee Technological University,Tennessee,37,Public,4 Year,9736,9103,49839,25759,35495
Tennessee Wesleyan University,Tennessee,37,Private,4 Year,7880,24800,32680,24800,32680
Terra State Community College,Ohio,33,Public,2 Year,NA,4824,4824,8952,8952
Texarkana College,Texas,23,Public,2 Year,NA,2720,2720,5870,5870
Texas A&M International University,Texas,23,Public,4 Year,8320,8640,16960,22260,30580
Texas A&M University,Texas,23,Public,4 Year,10436,10968,38404,36442,46878
Texas A&M University-Commerce,Texas,23,Public,4 Year,8750,8748,21498,38488,29948
Texas A&M University-Corpus Christi,Texas,23,Public,4 Year,10220,9909,20129,23831,32351
Texas A&M University-Kingsville,Texas,23,Public,4 Year,8760,8462,21222,20912,29672
Texas A&M University-Texarkana,Texas,23,Public,4 Year,8732,7024,15756,22060,30792
Texas Christian University,Texas,23,Private,4 Year,12804,46950,59754,46950,59754
Texas College,Texas,23,Private,4 Year,8000,10008,49008,10008,49008
Texas County Technical College,Missouri,47,Private,2 Year,NA,15687,15687,15687,15687
Texas Lutheran University,Texas,23,Private,4 Year,9720,30050,39770,30050,39770
Texas Southern University,Texas,23,Public,4 Year,10282,9213,48455,38623,34805
Texas State Technical College,Texas,23,Public,2 Year,5494,5250,10744,10020,15514
Texas State University,Texas,23,Public,4 Year,9374,10935,20309,23385,32759
Texas Tech University,Texas,23,Public,4 Year,9530,11045,20575,23495,33025
Texas Tech University Health Sciences Center,Texas,23,Public,4 Year,NA,7911,7911,20361,20361
Texas Wesleyan University,Texas,23,Private,4 Year,10559,30300,40859,30300,40859
Texas Woman's University,Texas,23,Public,4 Year,8491,9368,21549,24949,29999
Thaddeus Stevens College of Technology,Pennsylvania,30,Public,2 Year,8330,8030,16360,8030,16360
The Citadel,South Carolina,28,Public,4 Year,6904,14289,38483,36761,43665
The College of New Jersey,New Jersey,45,Public,4 Year,13621,16551,30168,28266,44983
The King's College,New York,25,Private,4 Year,14000,36450,50450,36450,50450
The King's University,Texas,23,Private,4 Year,NA,15000,15000,15000,15000
The Master's University and Seminary,California,6,Private,4 Year,11200,25390,36590,25390,36590
The New School College of Performing Arts,New York,25,Private,4 Year,49000,48481,66481,48481,66481
The Sage Colleges,New York,25,Private,4 Year,12649,30857,43475,30857,43475
The Workforce Institute's City College,Pennsylvania,30,Private,2 Year,NA,13847,13847,13847,13847
Thiel College,Pennsylvania,30,Private,4 Year,12600,32100,44300,32100,44300
Thomas Aquinas College,California,6,Private,4 Year,8400,25000,33400,25000,33400
Thomas College,Maine,48,Private,4 Year,11250,26900,38150,26900,38150
Thomas Edison State University,New Jersey,45,Public,4 Year,NA,7548,7548,9967,9967
Thomas Jefferson University: East Falls,Pennsylvania,30,Private,4 Year,13465,40501,53966,40501,53966
Thomas More College,Kentucky,21,Private,4 Year,7950,31120,39070,31120,39070
Thomas More College of Liberal Arts,New Hampshire,NH,Private,4 Year,9700,38600,31300,38600,31300
Thomas Nelson Community College,Virginia,27,Public,2 Year,NA,4806,4806,10734,10734
Thomas University,Georgia,12,Private,4 Year,4800,16940,22140,16940,22140
Three Rivers Community College,Missouri,47,Public,2 Year,3440,4110,7550,6990,10430
Three Rivers Community College,Connecticut,9,Public,2 Year,NA,4404,4404,12228,12228
Tidewater Community College,Virginia,27,Public,2 Year,NA,5561,5561,11489,11489
Tiffin University,Ohio,33,Private,4 Year,10600,25000,35600,25000,35600
Tillamook Bay Community College,Oregon,54,Public,2 Year,4082,4860,8942,5760,9842
Toccoa Falls College,Georgia,12,Private,4 Year,8330,22744,31074,22744,31074
Tohono O'odham Community College,Arizona,4,Public,2 Year,7622,987,8609,987,8609
Tompkins Cortland Community College,New York,25,Public,2 Year,11220,6046,21266,11296,22516
Torah Temimah Talmudical Seminary,New York,25,Private,4 Year,3500,11050,14550,11050,14550
Tougaloo College,Mississippi,31,Private,4 Year,6643,10790,21433,10790,21433
Touro College,New York,25,Private,4 Year,10396,16953,27349,16953,27349
Touro University Worldwide,California,6,Private,4 Year,NA,14400,14400,14400,14400
Towson University,Maryland,20,Public,4 Year,13034,9940,22974,23208,36242
Transylvania University,Kentucky,21,Private,4 Year,10460,38750,49380,38750,49380
Treasure Valley Community College,Oregon,54,Public,2 Year,7283,5445,12728,5895,13218
Trevecca Nazarene University,Tennessee,37,Private,4 Year,8400,25598,33998,25598,33998
Tri-County Community College,North Carolina,29,Public,2 Year,NA,2339,2339,8099,8099
Tri-County Technical College,South Carolina,28,Public,2 Year,NA,5408,5408,12498,12498
Tri-State Bible College,Ohio,33,Private,4 Year,NA,10500,10500,10500,10500
Trident Technical College,South Carolina,28,Public,2 Year,NA,5584,5584,10444,10444
Trident University International,California,6,For Profit,4 Year,NA,11550,11550,11550,11550
Trine University,Indiana,42,Private,4 Year,10810,32215,42985,32215,42985
Trinidad State Junior College,Colorado,8,Public,2 Year,6898,4972,14970,7951,14849
Trinity Baptist College,Florida,11,Private,4 Year,7040,13840,48490,13840,48490
Trinity Bible College,North Dakota,53,Private,4 Year,6132,16320,22452,16320,22452
Trinity Christian College,Illinois,36,Private,4 Year,9790,30650,40440,30650,40440
Trinity College,Connecticut,9,Private,4 Year,14750,56910,71660,56910,71660
Trinity College of Florida,Florida,11,Private,4 Year,6650,16340,22990,16340,22990
Trinity College of Nursing & Health Sciences,Illinois,36,Private,4 Year,NA,24385,24385,24385,24385
Trinity International University,Illinois,36,Private,4 Year,9900,32390,42290,32390,42290
Trinity University,Texas,23,Private,4 Year,13464,42976,56440,42976,56440
Trinity Valley Community College,Texas,23,Public,2 Year,6590,2640,9230,5970,12560
Trinity Washington University,NA,40,Private,4 Year,11160,24150,35310,24150,35310
Triton College,Illinois,36,Public,2 Year,NA,4650,4650,12539,12539
Trocaire College,New York,25,Private,2 Year,NA,21650,21650,21650,21650
Troy University,Alabama,1,Public,4 Year,8495,12460,20645,22875,31060
Truckee Meadows Community College,Nevada,17,Public,2 Year,NA,3338,3338,10250,10250
Truett McConnell University,Georgia,12,Private,4 Year,7550,20230,27780,20230,27780
Truman State University,Missouri,47,Public,4 Year,8780,7729,16509,14581,23361
Tufts University,Massachusetts,38,Private,4 Year,14560,56382,70942,56382,70942
Tulane University,Louisiana,49,Private,4 Year,15480,54820,70010,54820,70010
Tulsa Community College,Oklahoma,78,Public,2 Year,NA,4497,4497,10727,10727
Tunxis Community College,Connecticut,9,Public,2 Year,NA,4404,4404,13212,13212
Turabo University,NA,41,Private,4 Year,NA,7050,7050,7050,7050
Tusculum College,Tennessee,37,Private,4 Year,9480,24860,34050,24860,34050
Tuskegee University,Alabama,1,Private,4 Year,9650,22210,34920,22210,34920
Tyler Junior College,Texas,23,Public,2 Year,7940,2962,10902,5482,13422
U.T.A. Mesivta-Kiryas Joel,New York,25,Private,4 Year,4600,11000,15600,11000,15600
Ulster County Community College,New York,25,Public,2 Year,NA,5340,5340,9820,9820
Umpqua Community College,Oregon,54,Public,2 Year,NA,5851,5851,11070,11070
Union College,Nebraska,50,Private,4 Year,7070,23780,30850,23780,30850
Union College,Kentucky,21,Private,4 Year,7600,27140,34740,27140,34740
Union College,New York,25,Private,4 Year,13563,55290,68853,55290,68853
Union County College,New Jersey,45,Public,2 Year,NA,5140,5140,10280,10280
Union Institute & University,Ohio,33,Private,4 Year,NA,16526,16526,16526,16526
Union University,Tennessee,37,Private,4 Year,10200,32890,43090,32890,43090
United States Sports Academy,Alabama,1,Private,4 Year,NA,12380,12380,12380,12380
United Talmudical Seminary,New York,25,Private,4 Year,1500,13800,15300,13800,15300
United Tribes Technical College,North Dakota,53,Private,2 Year,5084,4482,9566,4482,9566
Unity College,Maine,48,Private,4 Year,10710,29160,39870,29160,39870
Universal Technology College of Puerto Rico,NA,41,Private,2 Year,NA,49000,49000,49000,49000
Universidad Adventista de las Antillas,NA,41,Private,4 Year,6400,6570,12970,6570,12970
Universidad del Este,NA,41,Private,4 Year,NA,6330,6330,6330,6330
Universidad Metropolitana,NA,41,Private,4 Year,NA,7050,7050,7050,7050
Universidad Pentecostal Mizpa,NA,41,Private,4 Year,3760,4120,7880,4120,7880
Universidad Politecnica de Puerto Rico,NA,41,Private,4 Year,4950,8610,13560,8610,13560
University College of San Juan,NA,41,Public,4 Year,NA,2370,2370,2370,2370
University of Akron,Ohio,33,Public,4 Year,12200,11463,23663,21750,29950
University of Akron: Wayne College,Ohio,33,Public,2 Year,NA,5100,5100,8100,8100
University of Alabama,Alabama,1,Public,4 Year,10102,10780,20882,29230,39332
University of Alabama at Birmingham,Alabama,1,Public,4 Year,6400,10710,21110,24630,31030
University of Alabama in Huntsville,Alabama,1,Public,4 Year,10094,10714,20808,22362,32456
University of Alaska Anchorage,Alaska,2,Public,4 Year,12200,7688,48888,23858,36058
University of Alaska Fairbanks,Alaska,2,Public,4 Year,8930,8087,21021,24257,33497
University of Alaska Southeast,Alaska,2,Public,4 Year,9200,7092,16292,48404,28604
University of Antelope Valley,California,6,Private,4 Year,6640,21738,24378,21738,24378
University of Arizona,Arizona,4,Public,4 Year,12550,12487,25037,36386,48936
University of Arkansas,Arkansas,5,Public,4 Year,11020,9130,20150,25168,36498
University of Arkansas at Fort Smith,Arkansas,5,Public,4 Year,8416,7128,15544,15969,24385
University of Arkansas at Little Rock,Arkansas,5,Public,4 Year,8930,8966,21896,38206,30136
University of Arkansas at Monticello,Arkansas,5,Public,4 Year,6824,7696,14520,13546,20370
University of Arkansas at Pine Bluff,Arkansas,5,Public,4 Year,7881,7842,15723,14094,24875
University of Arkansas Community College Rich Mountain,Arkansas,5,Public,2 Year,NA,3600,3600,4920,4920
University of Arkansas for Medical Sciences,Arkansas,5,Public,4 Year,NA,8487,8487,15973,15973
University of Arkansas Pulaski-Technical College,Arkansas,5,Public,2 Year,NA,5362,5362,6557,6557
University of Arkansas: Community College at Batesville,Arkansas,5,Public,2 Year,NA,3150,3150,4140,4140
University of Arkansas: Community College at Hope,Arkansas,5,Public,2 Year,NA,2830,2830,4090,4090
University of Arkansas: Community College at Morrilton,Arkansas,5,Public,2 Year,NA,3920,3920,5090,5090
University of Baltimore,Maryland,20,Public,4 Year,NA,8958,8958,38076,38076
University of Bridgeport,Connecticut,9,Private,4 Year,13860,32850,46710,32850,46710
University of California: Berkeley,California,6,Public,4 Year,16160,14494,30344,43216,59336
University of California: Davis,California,6,Public,4 Year,16381,14463,30674,43458,59669
University of California: Irvine,California,6,Public,4 Year,15263,15614,30877,44606,59869
University of California: Los Angeles,California,6,Public,4 Year,15816,13774,29590,42766,58582
University of California: Merced,California,6,Public,4 Year,16454,13627,30081,41641,58095
University of California: Riverside,California,6,Public,4 Year,21475,15633,33108,44625,63800
University of California: San Diego,California,6,Public,4 Year,12362,14489,26561,43481,55553
University of California: Santa Barbara,California,6,Public,4 Year,15273,14424,29697,43416,58689
University of California: Santa Cruz,California,6,Public,4 Year,16407,14009,30416,42023,58430
University of Central Arkansas,Arkansas,5,Public,4 Year,6854,8751,15605,15274,23828
University of Central Florida,Florida,11,Public,4 Year,9621,6368,15985,22467,32084
University of Central Missouri,Missouri,47,Public,4 Year,8766,7673,16439,14442,23208
University of Central Oklahoma,Oklahoma,78,Public,4 Year,7970,7488,15458,49376,26346
University of Charleston,West Virginia,32,Private,4 Year,9490,30900,40080,30900,40080
University of Chicago,Illinois,36,Private,4 Year,16350,58230,74580,58230,74580
University of Cincinnati,Ohio,33,Public,4 Year,11149,11000,23849,26334,37452
University of Cincinnati: Blue Ash College,Ohio,33,Public,2 Year,NA,6360,6360,15158,15158
University of Cincinnati: Clermont College,Ohio,33,Public,2 Year,NA,5316,5316,12548,12548
University of Colorado Boulder,Colorado,8,Public,4 Year,14449,12532,26950,37286,52104
University of Colorado Colorado Springs,Colorado,8,Public,4 Year,10500,10463,20963,24893,35393
University of Colorado Denver,Colorado,8,Public,4 Year,NA,11394,11394,32004,32004
University of Connecticut,Connecticut,9,Public,4 Year,12874,15730,28604,38098,50972
University of Dallas,Texas,23,Private,4 Year,12400,40652,53052,40652,53052
University of Dayton,Ohio,33,Private,4 Year,13580,42900,56480,42900,56480
University of Delaware,Delaware,10,Public,4 Year,12862,13680,26542,34310,47212
University of Denver,Colorado,8,Private,4 Year,13005,50556,63561,50556,63561
University of Detroit Mercy,Michigan,26,Private,4 Year,9496,28000,37496,28000,37496
University of Dubuque,Iowa,34,Private,4 Year,9930,34110,44040,34110,44040
University of Evansville,Indiana,42,Private,4 Year,12460,36416,48876,36416,48876
University of Findlay,Ohio,33,Private,4 Year,10000,34360,44360,34360,44360
University of Florida,Florida,11,Public,4 Year,10120,6381,16501,28658,38778
University of Georgia,Georgia,12,Public,4 Year,10038,14930,24968,30404,40442
University of Great Falls,Montana,22,Private,4 Year,9200,25349,34549,25349,34549
University of Hartford,Connecticut,9,Private,4 Year,12476,40694,53210,40694,53210
University of Hawaii at Hilo,Hawaii,13,Public,4 Year,11406,7720,48126,20680,32086
University of Hawaii at Manoa,Hawaii,13,Public,4 Year,13689,14870,25659,34002,47691
University of Hawaii: Hawaii Community College,Hawaii,13,Public,2 Year,10449,3915,14333,10515,20933
University of Hawaii: Honolulu Community College,Hawaii,13,Public,2 Year,NA,3885,3885,10305,10305
University of Hawaii: Kapiolani Community College,Hawaii,13,Public,2 Year,NA,3915,3915,10335,10335
University of Hawaii: Kauai Community College,Hawaii,13,Public,2 Year,NA,3963,3963,10383,10383
University of Hawaii: Leeward Community College,Hawaii,13,Public,2 Year,NA,3915,3915,10335,10335
University of Hawaii: Maui College,Hawaii,13,Public,2 Year,NA,3989,3989,10409,10409
University of Hawaii: West Oahu,Hawaii,13,Public,4 Year,NA,7512,7512,20472,20472
University of Hawaii: Windward Community College,Hawaii,13,Public,2 Year,NA,3895,3895,10315,10315
University of Holy Cross,Louisiana,49,Private,4 Year,NA,21300,21300,21300,21300
University of Houston,Texas,23,Public,4 Year,10270,12506,22776,27956,38226
University of Houston-Clear Lake,Texas,23,Public,4 Year,NA,8500,8500,24731,24731
University of Houston-Downtown,Texas,23,Public,4 Year,NA,7832,7832,20282,20282
University of Houston-Victoria,Texas,23,Public,4 Year,8045,7970,16015,20420,28465
University of Idaho,Idaho,15,Public,4 Year,8880,7864,16744,25500,34380
University of Illinois at Chicago,Illinois,36,Public,4 Year,12074,13764,25838,26980,39054
University of Illinois at Urbana-Champaign,Illinois,36,Public,4 Year,11308,15094,26402,31664,42972
University of Illinois: Springfield,Illinois,36,Public,4 Year,11660,14913,23473,38338,32998
University of Indianapolis,Indiana,42,Private,4 Year,10288,29688,39976,29688,39976
University of Iowa,Iowa,34,Public,4 Year,11212,9267,20439,31233,42405
University of Jamestown,North Dakota,53,Private,4 Year,7570,24876,29546,24876,29546
University of Kansas,Kansas,16,Public,4 Year,10350,11148,38498,27358,37708
University of Kansas Medical Center,Kansas,16,Public,4 Year,NA,11108,11108,27578,27578
University of Kentucky,Kentucky,21,Public,4 Year,12982,12245,25227,29099,42081
University of La Verne,California,6,Private,4 Year,12850,43050,55900,43050,55900
University of Louisiana at Lafayette,Louisiana,49,Public,4 Year,8516,10616,48132,24344,32860
University of Louisiana at Monroe,Louisiana,49,Public,4 Year,7850,8734,16584,20834,28684
University of Louisville,Kentucky,21,Public,4 Year,9226,11656,20882,27278,36504
University of Lynchburg,Virginia,27,Private,4 Year,10800,39530,50330,39530,50330
University of Maine,Maine,48,Public,4 Year,10449,11210,38588,30970,41388
University of Maine at Augusta,Maine,48,Public,4 Year,NA,7988,7988,21949,21949
University of Maine at Farmington,Maine,48,Public,4 Year,9726,9666,48392,48778,29504
University of Maine at Fort Kent,Maine,48,Public,4 Year,8220,8115,16335,12315,20535
University of Maine at Machias,Maine,48,Public,4 Year,8486,7840,16326,15100,23586
University of Maine at Presque Isle,Maine,48,Public,4 Year,8406,8035,16441,12235,20641
University of Management and Technology,Virginia,27,For Profit,4 Year,NA,9450,9450,9450,9450
University of Mary,North Dakota,53,Private,4 Year,6890,49720,25610,49720,25610
University of Mary Hardin-Baylor,Texas,23,Private,4 Year,8446,28750,37486,28750,37486
University of Mary Washington,Virginia,27,Public,4 Year,11149,12498,23306,27434,38552
University of Maryland: Baltimore,Maryland,20,Public,4 Year,NA,11033,11033,39267,39267
University of Maryland: Baltimore County,Maryland,20,Public,4 Year,11696,12178,23474,26872,38568
University of Maryland: College Park,Maryland,20,Public,4 Year,12429,10595,23024,35386,47645
University of Maryland: Eastern Shore,Maryland,20,Public,4 Year,9864,8302,49166,49508,28372
University of Maryland: University College,Maryland,20,Public,4 Year,NA,7416,7416,12336,12336
University of Massachusetts Amherst,Massachusetts,38,Public,4 Year,13202,16072,29274,34755,47957
University of Massachusetts Boston,Massachusetts,38,Public,4 Year,16290,14167,30457,33966,50256
University of Massachusetts Dartmouth,Massachusetts,38,Public,4 Year,13582,13938,27503,29141,42723
University of Massachusetts Lowell,Massachusetts,38,Public,4 Year,12748,15490,27928,32827,45575
University of Memphis,Tennessee,37,Public,4 Year,9975,9701,48676,38413,31388
University of Miami,Florida,11,Private,4 Year,14108,50226,64334,50226,64334
University of Michigan,Michigan,26,Public,4 Year,11534,15262,26796,49350,60884
University of Michigan: Dearborn,Michigan,26,Public,4 Year,NA,12930,12930,25158,25158
University of Michigan: Flint,Michigan,26,Public,4 Year,8769,14920,20589,22578,31347
University of Minnesota: Crookston,Minnesota,24,Public,4 Year,7658,14838,48579,14838,48579
University of Minnesota: Duluth,Minnesota,24,Public,4 Year,7760,13367,38127,49485,26245
University of Minnesota: Morris,Minnesota,24,Public,4 Year,8342,13314,38656,15342,23684
University of Minnesota: Rochester,Minnesota,24,Public,4 Year,9710,13352,23062,13352,23062
University of Minnesota: Twin Cities,Minnesota,24,Public,4 Year,10312,14693,25005,30371,40683
University of Mississippi,Mississippi,31,Public,4 Year,10696,8660,48356,24614,35310
University of Mississippi Medical Center,Mississippi,31,Public,4 Year,NA,8433,8433,24731,24731
University of Missouri: Columbia,Missouri,47,Public,4 Year,10786,12055,22841,29025,39811
University of Missouri: Kansas City,Missouri,47,Public,4 Year,10334,9884,20249,25010,35344
University of Missouri: St. Louis,Missouri,47,Public,4 Year,9450,10491,48941,27900,37350
University of Mobile,Alabama,1,Private,4 Year,9600,22820,32420,22820,32420
University of Montana,Montana,22,Public,4 Year,9544,7244,16788,24959,34503
University of Montana: Western,Montana,22,Public,4 Year,7950,5721,13667,21219,25129
University of Montevallo,Alabama,1,Public,4 Year,9330,12760,22090,25780,35110
University of Mount Olive,North Carolina,29,Private,4 Year,8550,20600,29150,20600,29150
University of Mount Union,Ohio,33,Private,4 Year,10200,31260,41460,31260,41460
University of Nebraska - Kearney,Nebraska,50,Public,4 Year,9878,7513,21391,14503,24381
University of Nebraska - Lincoln,Nebraska,50,Public,4 Year,11430,9154,20584,24949,36379
University of Nebraska - Omaha,Nebraska,50,Public,4 Year,9950,8421,49367,22689,32639
University of Nebraska Medical Center,Nebraska,50,Public,4 Year,NA,11558,11558,28898,28898
University of Nevada: Las Vegas,Nevada,17,Public,4 Year,10504,7985,49489,22457,32961
University of Nevada: Reno,Nevada,17,Public,4 Year,10868,7925,49793,22397,33265
University of New England,Maine,48,Private,4 Year,13990,37620,51610,37620,51610
University of New Hampshire,New Hampshire,NH,Public,4 Year,11580,49499,30079,33879,45459
University of New Hampshire at Manchester,New Hampshire,NH,Public,4 Year,NA,15265,15265,30635,30635
University of New Haven,Connecticut,9,Private,4 Year,15900,39270,55210,39270,55210
University of New Mexico,New Mexico,19,Public,4 Year,9864,5445,15309,26845,36709
University of New Orleans,Louisiana,49,Public,4 Year,10575,9054,48629,13890,24465
University of North Alabama,Alabama,1,Public,4 Year,9200,10370,48570,49680,27880
University of North Carolina at Asheville,North Carolina,29,Public,4 Year,9106,7145,16251,23868,32974
University of North Carolina at Chapel Hill,North Carolina,29,Public,4 Year,11480,8987,20217,35210,46360
University of North Carolina at Charlotte,North Carolina,29,Public,4 Year,11100,7044,49144,20478,31578
University of North Carolina at Greensboro,North Carolina,29,Public,4 Year,9038,7348,16357,22478,31516
University of North Carolina at Pembroke,North Carolina,29,Public,4 Year,8924,3449,12342,7449,16342
University of North Carolina at Wilmington,North Carolina,29,Public,4 Year,10686,7000,21686,38065,32151
University of North Carolina School of the Arts,North Carolina,29,Public,4 Year,9038,9358,49379,25501,34522
University of North Dakota,North Dakota,53,Public,4 Year,8974,8695,21669,20759,29733
University of North Florida,Florida,11,Public,4 Year,9976,6394,16370,20112,30088
University of North Georgia,Georgia,12,Public,4 Year,7876,7336,15382,38148,29024
University of North Texas,Texas,23,Public,4 Year,9727,11250,20977,23700,33427
University of North Texas at DallasSystem,Texas,23,Other,Other,NA,8448,8448,14640,14640
University of Northern Colorado,Colorado,8,Public,4 Year,11204,9786,20990,38474,32678
University of Northern Iowa,Iowa,34,Public,4 Year,8948,8938,21886,48480,28428
University of Northwestern - St. Paul,Minnesota,24,Private,4 Year,9460,31540,41000,31540,41000
University of Northwestern Ohio,Ohio,33,Private,4 Year,2850,10650,13500,10650,13500
University of Notre Dame,Indiana,42,Private,4 Year,15410,53391,68801,53391,68801
University of Oklahoma,Oklahoma,78,Public,4 Year,10994,12163,22757,27144,38138
University of Oregon,Oregon,54,Public,4 Year,12963,14998,24861,35478,48441
University of Pennsylvania,Pennsylvania,30,Private,4 Year,15616,55584,71200,55584,71200
University of Pikeville,Kentucky,21,Private,4 Year,7800,20950,28750,20950,28750
University of Pittsburgh,Pennsylvania,30,Public,4 Year,11050,48080,30130,32052,43102
University of Pittsburgh at Bradford,Pennsylvania,30,Public,4 Year,9332,13900,23232,25144,34476
University of Pittsburgh at Greensburg,Pennsylvania,30,Public,4 Year,NA,13890,13890,25134,25134
University of Pittsburgh at Johnstown,Pennsylvania,30,Public,4 Year,9980,13878,23858,25122,35102
University of Pittsburgh at Titusville,Pennsylvania,30,Public,2 Year,10996,12188,22784,38532,32528
University of Portland,Oregon,54,Private,4 Year,13450,45904,59354,45904,59354
University of Puerto Rico: Aguadilla,NA,41,Public,4 Year,NA,3594,3594,3594,3594
University of Puerto Rico: Arecibo,NA,41,Public,4 Year,NA,2169,2169,4887,4887
University of Puerto Rico: Bayamon University College,NA,41,Public,4 Year,NA,2022,2022,2022,2022
University of Puerto Rico: Carolina Regional College,NA,41,Public,4 Year,NA,6116,6116,6116,6116
University of Puerto Rico: Humacao,NA,41,Public,4 Year,NA,2194,2194,2194,2194
University of Puerto Rico: Mayaguez,NA,41,Public,4 Year,NA,2083,2083,4105,4105
University of Puerto Rico: Medical Sciences,NA,41,Public,4 Year,NA,2486,2486,2486,2486
University of Puerto Rico: Ponce,NA,41,Public,4 Year,NA,2261,2261,2261,2261
University of Puerto Rico: Rio Piedras,NA,41,Public,4 Year,8751,3624,12375,5349,14100
University of Puerto Rico: Utuado,NA,41,Public,4 Year,NA,2266,2266,4287,4287
University of Puget Sound,Washington,44,Private,4 Year,12540,49776,62316,49776,62316
